241964.88941391,224242.157750936,220487.037331063,219691.396476375,219522.81483348,219487.095488309,219479.527216951,219477.923639643,219477.583871147,219477.51188046,219477.496626959,219477.493395024,219477.492710236,219477.492565142,219477.492534399,219477.492527886,219477.492526505,219477.492526213,219477.492526151,219477.492526138,219477.492526135,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134,219477.492526134
186359.894864608,160487.594634406,150947.6637801,148066.498493989,147273.850570047,147067.302049831,147015.35937656,147002.620733936,146999.554470667,146998.826987378,146998.656362983,146998.616718142,146998.607578097,146998.60548469,146998.605007913,146998.604899853,146998.604875466,146998.604869983,146998.604868754,146998.604868479,146998.604868418,146998.604868405,146998.604868402,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401,146998.604868401
137289.285460986,118338.910436324,106316.467932652,101143.357192357,99294.0368947514,98700.8885136984,98523.7184242469,98473.396200875,98459.6285337523,98455.969384622,98455.0190410206,98454.7768190883,98454.7160391601,98454.7009876802,98454.6973021566,98454.6964084784,98454.6961936158,98454.6961423441,98454.6961301906,98454.6961273269,98454.6961266557,98454.6961264992,98454.6961264628,98454.6961264545,98454.6961264526,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522,98454.6961264522
95993.2472005091,86684.516763949,76656.6849714618,70514.735119465,67659.8902098724,66531.9625099157,66131.5207255392,65999.7132971745,65958.7048091202,65946.4900617199,65942.9758770683,65941.9930448353,65941.7245550359,65941.6526494979,65941.633716039,65941.6288032833,65941.6275447813,65941.6272260107,65941.6271460734,65941.6271262066,65941.6271213087,65941.6271201099,65941.6271198185,65941.6271197481,65941.6271197312,65941.6271197272,65941.6271197262,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261,65941.6271197261
65219.6484748384,61768.7603624877,55537.7469387284,50111.9038346504,46831.1247568598,45233.2543356005,44558.5268231898,44301.003492989,44209.8441885315,44179.4012444521,44169.6956306565,44166.7161919502,44165.8298502856,44165.5730750704,44165.5003543842,44165.4801592912,44165.4746462078,44165.4731637253,44165.4727703861,44165.4726672653,44165.4726405197,44165.4726336501,44165.4726319011,44165.4726314594,44165.4726313487,44165.4726313211,44165.4726313144,44165.4726313127,44165.4726313124,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123,44165.4726313123
43841.0144656176,42813.4602946779,39736.1011132749,35931.3764661218,32937.3871276624,31138.584862261,30234.5408245737,29834.2103549646,29672.8973976577,29612.472903571,29591.1177802773,29583.9198980951,29581.5874798414,29580.8563782673,29580.6336324309,29580.5674153969,29580.5481486061,29580.5426476437,29580.5411031695,29580.5406759893,29580.5405594189,29580.5405279939,29580.5405196156,29580.5405174042,29580.5405168259,29580.540516676,29580.5405166374,29580.5405166276,29580.5405166251,29580.5405166245,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244,29580.5405166244
29383.9142432362,29129.2418708616,27871.0675730661,25664.9354139874,23404.7307559846,21728.4662946757,20725.114137611,20209.3228246307,19972.619028633,19873.1266569307,19834.1335539569,19819.6985732312,19814.6021010178,19812.8732307979,19812.3064551369,19812.1260606424,19812.0701074319,19812.0531424894,19812.0481014944,19812.0466303675,19812.046207946,19812.0460884147,19812.0460550382,19812.0460458309,19812.046043319,19812.0460426407,19812.0460424592,19812.0460424111,19812.0460423985,19812.0460423952,19812.0460423944,19812.0460423942,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941,19812.0460423941
19682.0201077394,19628.5818796041,19190.8573059847,18102.8998636103,16651.0947466368,15321.0824740142,14372.327734338,13805.8076757351,13509.5697040615,13369.7886094376,13309.0154813668,13284.2982175385,13274.7872981701,13271.2947779027,13270.0625395006,13269.64254977,13269.5036588827,13269.4589325604,13269.4448653938,13269.4405333164,13269.4392242597,13269.4388354062,13269.4387216794,13269.4386888864,13269.4386795525,13269.4386769274,13269.4386761971,13269.438675996,13269.4386759412,13269.4386759264,13269.4386759224,13269.4386759214,13269.4386759211,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921,13269.438675921
13182.1042328944,13172.7372225996,13040.6646355623,12574.929001293,11764.9495324893,10847.7288302777,10067.4618947746,9525.96730687117,9203.17197331269,9032.11513204039,8949.58262749211,8912.6925976502,8897.2180894473,8891.0654785992,8888.7287270802,8887.87568907411,8887.57486799597,8887.47196598357,8887.43770461387,8887.42656930093,8887.42302787049,8887.42192343091,8887.42158507378,8887.4214830835,8887.4214527944,8887.4214439212,8887.42144135435,8887.42144062042,8887.42144041282,8887.4214403547,8887.42144033858,8887.42144033416,8887.42144033296,8887.42144033264,8887.42144033256,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255,8887.42144033255
8828.63899850455,8827.46656992824,8792.50045177433,8616.76550567095,8218.06590945406,7659.56423310797,7092.60189202654,6635.0449618693,6323.94497834871,6138.71923102428,6039.50729554844,5990.75690053263,5968.45771135757,5958.85573768208,5954.92927587083,5953.39377731082,5952.81625903438,5952.60637867866,5952.53239293537,5952.50701207004,5952.49851548109,5952.49573328845,5952.49484035825,5952.49455897232,5952.49447177327,5952.49444516391,5952.49443715837,5952.49443478131,5952.49443408404,5952.49443388182,5952.49443382379,5952.49443380731,5952.49443380267,5952.49443380138,5952.49443380103,5952.49443380094,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092,5952.49443380092
