age_grps,state_names,initial_period,accuracy_step,time_horizon,startYear,startMonth,monthlyBirths,xi,phi,q,gamma0,gammaR,omegaVac,lambda,sigmaR,pM,rho,omegaM,alpha,mortality,SigmaL,SigmaL,SigmaL,SigmaU,SigmaU,SigmaU,Omega,Omega,Omega,kaging,pLRTI,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,contact_adj,ns
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.228923286,0.349395113,0.600746361,0.09652737,0.237684528,0.532193452,0.1,0.1,0.111111111,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.228923286,0.349395113,0.600746361,0.09652737,0.237684528,0.532193452,0.1,0.1,0.111111111,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.228923286,0.349395113,0.600746361,0.09652737,0.237684528,0.532193452,0.1,0.1,0.111111111,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.228923286,0.349395113,0.600746361,0.09652737,0.237684528,0.532193452,0.1,0.1,0.111111111,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.300520261,0.486826205,0.665966536,0.232558741,0.436966189,0.641373637,0.076923077,0.076923077,0.076923077,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.300520261,0.486826205,0.665966536,0.232558741,0.436966189,0.641373637,0.076923077,0.076923077,0.076923077,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.300520261,0.486826205,0.665966536,0.232558741,0.436966189,0.641373637,0.076923077,0.076923077,0.076923077,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.300520261,0.486826205,0.665966536,0.232558741,0.436966189,0.641373637,0.076923077,0.076923077,0.076923077,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.300520261,0.486826205,0.665966536,0.232558741,0.436966189,0.641373637,0.076923077,0.076923077,0.076923077,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.300520261,0.486826205,0.665966536,0.232558741,0.436966189,0.641373637,0.076923077,0.076923077,0.076923077,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.985222835,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.013686471,-2.038416025,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.199096292,0.492610837,1,0.0004475,0.32443682,0.601944725,0.71139556,0.180347162,0.51704423,0.668175208,0.25,0.25,0.2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,2.192508437
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.384734137,0.0004475,0.32443682,0.601944725,0.71139556,0.180347162,0.51704423,0.668175208,0.25,0.25,0.2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.32443682,0.601944725,0.71139556,0.180347162,0.51704423,0.668175208,0.25,0.25,0.2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.384734137,0.0004475,0.32443682,0.601944725,0.71139556,0.180347162,0.51704423,0.668175208,0.25,0.25,0.2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.32443682,0.601944725,0.71139556,0.180347162,0.51704423,0.668175208,0.25,0.25,0.2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.384734137,0.0004475,0.32443682,0.601944725,0.71139556,0.180347162,0.51704423,0.668175208,0.25,0.25,0.2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.384734137,0.0004475,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.384734137,0.0004475,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.384734137,0.0004475,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
14,RV1I0,,,,,,,,,,,,,,,,,,0.384734137,0.0000373,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
16,UV1IR,,,,,,,,,,,,,,,,,,0.384734137,0.0000373,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.238026391,0.349387245,0.586809723,0.402141014,0.489516859,0.64927993,0.111111111,0.111111111,0.125,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.189573796,0.411294528,0.300841737,0.210403949,0.426425856,0.318812002,0.0625,0.0625,-0.03030303,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.189573796,0.411294528,0.300841737,0.210403949,0.426425856,0.318812002,0.0625,0.0625,-0.03030303,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.189573796,0.411294528,0.300841737,0.210403949,0.426425856,0.318812002,0.0625,0.0625,-0.03030303,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.189573796,0.411294528,0.300841737,0.210403949,0.426425856,0.318812002,0.0625,0.0625,-0.03030303,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.189573796,0.411294528,0.300841737,0.210403949,0.426425856,0.318812002,0.0625,0.0625,-0.03030303,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.189573796,0.411294528,0.300841737,0.210403949,0.426425856,0.318812002,0.0625,0.0625,-0.03030303,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.022887614,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.013149673,-3.076313166,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.135116772,0.492610837,1,0.0004475,0.239500278,0.385823279,0.62159782,0.279739967,0.4183207,0.6416199,0.142857143,0.142857143,0.166666667,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,2.378926153
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.507110736,0.0004475,0.239500278,0.385823279,0.62159782,0.279739967,0.4183207,0.6416199,0.142857143,0.142857143,0.166666667,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.239500278,0.385823279,0.62159782,0.279739967,0.4183207,0.6416199,0.142857143,0.142857143,0.166666667,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.507110736,0.0004475,0.239500278,0.385823279,0.62159782,0.279739967,0.4183207,0.6416199,0.142857143,0.142857143,0.166666667,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.239500278,0.385823279,0.62159782,0.279739967,0.4183207,0.6416199,0.142857143,0.142857143,0.166666667,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.507110736,0.0004475,0.239500278,0.385823279,0.62159782,0.279739967,0.4183207,0.6416199,0.142857143,0.142857143,0.166666667,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.507110736,0.0004475,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.507110736,0.0004475,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.507110736,0.0004475,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
14,RV1I0,,,,,,,,,,,,,,,,,,0.507110736,0.0000373,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
16,UV1IR,,,,,,,,,,,,,,,,,,0.507110736,0.0000373,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.205052405,0.291574533,0.561219405,0.187058133,0.275538758,0.551287257,0.1,0.1,0.1,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.220141622,0.439283968,0.658426315,0.242788378,0.455566924,0.647067615,0.2,0.2,0.25,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.220141622,0.439283968,0.658426315,0.242788378,0.455566924,0.647067615,0.2,0.2,0.25,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.220141622,0.439283968,0.658426315,0.242788378,0.455566924,0.647067615,0.2,0.2,0.25,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.220141622,0.439283968,0.658426315,0.242788378,0.455566924,0.647067615,0.2,0.2,0.25,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.220141622,0.439283968,0.658426315,0.242788378,0.455566924,0.647067615,0.2,0.2,0.25,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.220141622,0.439283968,0.658426315,0.242788378,0.455566924,0.647067615,0.2,0.2,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.987638116,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.011285821,-1.137005427,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.167266404,0.492610837,1,0.0004475,0.208353818,0.331316974,0.606860715,0.18249578,0.309475359,0.594019359,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,2.224495476
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.508812363,0.0004475,0.208353818,0.331316974,0.606860715,0.18249578,0.309475359,0.594019359,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.208353818,0.331316974,0.606860715,0.18249578,0.309475359,0.594019359,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.508812363,0.0004475,0.208353818,0.331316974,0.606860715,0.18249578,0.309475359,0.594019359,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.208353818,0.331316974,0.606860715,0.18249578,0.309475359,0.594019359,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.508812363,0.0004475,0.208353818,0.331316974,0.606860715,0.18249578,0.309475359,0.594019359,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.508812363,0.0004475,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.508812363,0.0004475,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.508812363,0.0004475,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
14,RV1I0,,,,,,,,,,,,,,,,,,0.508812363,0.0000373,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
16,UV1IR,,,,,,,,,,,,,,,,,,0.508812363,0.0000373,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.204852872,0.291091221,0.560731659,0.028303671,0.133689812,0.486438723,0.1,0.1,0.090909091,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.195795771,0.436411454,0.652965569,0.207548866,0.444648055,0.658037326,0.2,0.2,0.25,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.195795771,0.436411454,0.652965569,0.207548866,0.444648055,0.658037326,0.2,0.2,0.25,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.195795771,0.436411454,0.652965569,0.207548866,0.444648055,0.658037326,0.2,0.2,0.25,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.195795771,0.436411454,0.652965569,0.207548866,0.444648055,0.658037326,0.2,0.2,0.25,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.195795771,0.436411454,0.652965569,0.207548866,0.444648055,0.658037326,0.2,0.2,0.25,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.195795771,0.436411454,0.652965569,0.207548866,0.444648055,0.658037326,0.2,0.2,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.006682989,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.014738349,-1.696044531,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.134740166,0.492610837,1,0.0004475,0.210430734,0.334951577,0.610495318,0.165526681,0.297129222,0.588343571,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.950237819,2.203419702
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.537489418,0.0004475,0.210430734,0.334951577,0.610495318,0.165526681,0.297129222,0.588343571,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.950237819,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.210430734,0.334951577,0.610495318,0.165526681,0.297129222,0.588343571,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.950237819,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.537489418,0.0004475,0.210430734,0.334951577,0.610495318,0.165526681,0.297129222,0.588343571,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.950237819,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.210430734,0.334951577,0.610495318,0.165526681,0.297129222,0.588343571,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.950237819,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.537489418,0.0004475,0.210430734,0.334951577,0.610495318,0.165526681,0.297129222,0.588343571,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.950237819,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204729434,0.290792227,0.560429921,0.22003794,0.304444072,0.568891395,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.950237819,
