age_grps,state_names,initial_period,accuracy_step,time_horizon,startYear,startMonth,monthlyBirths,xi,phi,q,gamma0,gammaR,omegaVac,lambda,sigmaR,pM,rho,omegaM,alpha,mortality,SigmaL,SigmaL,SigmaL,SigmaU,SigmaU,SigmaU,Omega,Omega,Omega,kaging,pLRTI,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,contact_adj,ns
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.543579309,0.0004475,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
13,LV1I0,,,,,,,,,,,,,,,,,,1,3.73E-05,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
14,RV1I0,,,,,,,,,,,,,,,,,,0.543579309,3.73E-05,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
15,SV1IR,,,,,,,,,,,,,,,,,,1,3.73E-05,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
16,UV1IR,,,,,,,,,,,,,,,,,,0.543579309,3.73E-05,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
17,LV1IR,,,,,,,,,,,,,,,,,,,9.06E-06,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
18,RV1IR,,,,,,,,,,,,,,,,,,,3.01E-05,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
19,SV2I0,,,,,,,,,,,,,,,,,,,7.10E-05,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.266693476,0.425832808,0.631840389,0.227699358,0.395301041,0.612263228,0.111111111,0.111111111,0.125,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.115679729,0.342355592,0.597365937,0.164901858,0.378960721,0.619776942,0.25,0.25,0.2,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.115679729,0.342355592,0.597365937,0.164901858,0.378960721,0.619776942,0.25,0.25,0.2,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.115679729,0.342355592,0.597365937,0.164901858,0.378960721,0.619776942,0.25,0.25,0.2,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.115679729,0.342355592,0.597365937,0.164901858,0.378960721,0.619776942,0.25,0.25,0.2,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.115679729,0.342355592,0.597365937,0.164901858,0.378960721,0.619776942,0.25,0.25,0.2,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.115679729,0.342355592,0.597365937,0.164901858,0.378960721,0.619776942,0.25,0.25,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.962027096,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.0137405,-2.276106067,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.183084805,0.492610837,1,0.0004475,0.208024875,0.330741324,0.606285065,0.098845149,0.238478983,0.552008501,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,2.26487264
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.472406356,0.0004475,0.208024875,0.330741324,0.606285065,0.098845149,0.238478983,0.552008501,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.208024875,0.330741324,0.606285065,0.098845149,0.238478983,0.552008501,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.472406356,0.0004475,0.208024875,0.330741324,0.606285065,0.098845149,0.238478983,0.552008501,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.208024875,0.330741324,0.606285065,0.098845149,0.238478983,0.552008501,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.472406356,0.0004475,0.208024875,0.330741324,0.606285065,0.098845149,0.238478983,0.552008501,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.472406356,0.0004475,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.472406356,0.0004475,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.472406356,0.0004475,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
14,RV1I0,,,,,,,,,,,,,,,,,,0.472406356,0.0000373,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
16,UV1IR,,,,,,,,,,,,,,,,,,0.472406356,0.0000373,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.221440325,0.331269718,0.582454678,0.124601858,0.248092002,0.551685197,0.1,0.1,0.1,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.198328073,0.421230346,0.644132619,0.313571603,0.504430787,0.681657172,0.142857143,0.142857143,0.166666667,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.198328073,0.421230346,0.644132619,0.313571603,0.504430787,0.681657172,0.142857143,0.142857143,0.166666667,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.198328073,0.421230346,0.644132619,0.313571603,0.504430787,0.681657172,0.142857143,0.142857143,0.166666667,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.198328073,0.421230346,0.644132619,0.313571603,0.504430787,0.681657172,0.142857143,0.142857143,0.166666667,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.198328073,0.421230346,0.644132619,0.313571603,0.504430787,0.681657172,0.142857143,0.142857143,0.166666667,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.198328073,0.421230346,0.644132619,0.313571603,0.504430787,0.681657172,0.142857143,0.142857143,0.166666667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.004491851,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,-9.01669E-05,-1.929330138,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.215759753,0.492610837,1,0.0004475,0.208027665,0.330746207,0.606289948,0.266928077,0.380519819,0.617165128,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,3.346679066
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.41313305,0.0004475,0.208027665,0.330746207,0.606289948,0.266928077,0.380519819,0.617165128,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.208027665,0.330746207,0.606289948,0.266928077,0.380519819,0.617165128,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.41313305,0.0004475,0.208027665,0.330746207,0.606289948,0.266928077,0.380519819,0.617165128,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.208027665,0.330746207,0.606289948,0.266928077,0.380519819,0.617165128,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.41313305,0.0004475,0.208027665,0.330746207,0.606289948,0.266928077,0.380519819,0.617165128,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.41313305,0.0004475,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.41313305,0.0004475,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.41313305,0.0004475,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
14,RV1I0,,,,,,,,,,,,,,,,,,0.41313305,0.0000373,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
16,UV1IR,,,,,,,,,,,,,,,,,,0.41313305,0.0000373,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.230036244,0.352090943,0.584907963,0.103114033,0.245288448,0.538101697,0.1,0.1,0.111111111,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.215785101,0.42599183,0.636198558,0.407283235,0.566159395,0.705176036,0.25,0.25,0.333333333,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.215785101,0.42599183,0.636198558,0.407283235,0.566159395,0.705176036,0.25,0.25,0.333333333,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.215785101,0.42599183,0.636198558,0.407283235,0.566159395,0.705176036,0.25,0.25,0.333333333,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.215785101,0.42599183,0.636198558,0.407283235,0.566159395,0.705176036,0.25,0.25,0.333333333,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.215785101,0.42599183,0.636198558,0.407283235,0.566159395,0.705176036,0.25,0.25,0.333333333,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.215785101,0.42599183,0.636198558,0.407283235,0.566159395,0.705176036,0.25,0.25,0.333333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0098927,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.012043109,-1.336131517,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.16088982,0.492610837,1,0.0004475,0.230768609,0.370542859,0.626202,0.106387747,0.268762792,0.565760736,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,2.202491283
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.6065043,0.0004475,0.230768609,0.370542859,0.626202,0.106387747,0.268762792,0.565760736,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.230768609,0.370542859,0.626202,0.106387747,0.268762792,0.565760736,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.6065043,0.0004475,0.230768609,0.370542859,0.626202,0.106387747,0.268762792,0.565760736,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.230768609,0.370542859,0.626202,0.106387747,0.268762792,0.565760736,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.6065043,0.0004475,0.230768609,0.370542859,0.626202,0.106387747,0.268762792,0.565760736,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.6065043,0.0004475,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.6065043,0.0004475,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.6065043,0.0004475,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
14,RV1I0,,,,,,,,,,,,,,,,,,0.6065043,0.0000373,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
16,UV1IR,,,,,,,,,,,,,,,,,,0.6065043,0.0000373,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.204616075,0.290517645,0.56015282,0.080112051,0.179460072,0.513295802,0.1,0.1,0.090909091,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.943396304,
