age_grps,state_names,initial_period,accuracy_step,time_horizon,startYear,startMonth,monthlyBirths,xi,phi,q,gamma0,gammaR,omegaVac,lambda,sigmaR,pM,rho,omegaM,alpha,mortality,SigmaL,SigmaL,SigmaL,SigmaU,SigmaU,SigmaU,Omega,Omega,Omega,kaging,pLRTI,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,contact_adj,ns
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.186317834,0.422481138,0.635028112,0.178800099,0.417145352,0.63165608,0.2,0.2,0.25,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.040094781,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.186317834,0.422481138,0.635028112,0.178800099,0.417145352,0.63165608,0.2,0.2,0.25,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.040094781,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.186317834,0.422481138,0.635028112,0.178800099,0.417145352,0.63165608,0.2,0.2,0.25,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.040094781,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.186317834,0.422481138,0.635028112,0.178800099,0.417145352,0.63165608,0.2,0.2,0.25,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.040094781,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.186317834,0.422481138,0.635028112,0.178800099,0.417145352,0.63165608,0.2,0.2,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.040094781,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.016476316,-2.079482785,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.115445084,0.492610837,1,0.0004475,0.228058285,0.365799791,0.621458932,0.145227006,0.297748521,0.580840527,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,1.81068233
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.540330522,0.0004475,0.228058285,0.365799791,0.621458932,0.145227006,0.297748521,0.580840527,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.228058285,0.365799791,0.621458932,0.145227006,0.297748521,0.580840527,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.540330522,0.0004475,0.228058285,0.365799791,0.621458932,0.145227006,0.297748521,0.580840527,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.228058285,0.365799791,0.621458932,0.145227006,0.297748521,0.580840527,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.540330522,0.0004475,0.228058285,0.365799791,0.621458932,0.145227006,0.297748521,0.580840527,0.142857143,0.142857143,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.540330522,0.0004475,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.540330522,0.0004475,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.540330522,0.0004475,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
14,RV1I0,,,,,,,,,,,,,,,,,,0.540330522,0.0000373,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
16,UV1IR,,,,,,,,,,,,,,,,,,0.540330522,0.0000373,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.204854419,0.291094967,0.560735439,0.137766519,0.231283341,0.523673877,0.1,0.1,0.1,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.134386332,0.367100114,0.599813895,0.170067801,0.393188886,0.616309971,0.0625,0.0625,0.020833333,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.134386332,0.367100114,0.599813895,0.170067801,0.393188886,0.616309971,0.0625,0.0625,0.020833333,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.134386332,0.367100114,0.599813895,0.170067801,0.393188886,0.616309971,0.0625,0.0625,0.020833333,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.134386332,0.367100114,0.599813895,0.170067801,0.393188886,0.616309971,0.0625,0.0625,0.020833333,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.134386332,0.367100114,0.599813895,0.170067801,0.393188886,0.616309971,0.0625,0.0625,0.020833333,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.134386332,0.367100114,0.599813895,0.170067801,0.393188886,0.616309971,0.0625,0.0625,0.020833333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.984018105,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.020842541,-1.200178066,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.244324174,0.492610837,1,0.0004475,0.213564217,0.379600711,0.646054349,0.080973872,0.275003543,0.609617414,0.125,0.125,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,2.199446298
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.434281408,0.0004475,0.213564217,0.379600711,0.646054349,0.080973872,0.275003543,0.609617414,0.125,0.125,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.213564217,0.379600711,0.646054349,0.080973872,0.275003543,0.609617414,0.125,0.125,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.434281408,0.0004475,0.213564217,0.379600711,0.646054349,0.080973872,0.275003543,0.609617414,0.125,0.125,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.213564217,0.379600711,0.646054349,0.080973872,0.275003543,0.609617414,0.125,0.125,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.434281408,0.0004475,0.213564217,0.379600711,0.646054349,0.080973872,0.275003543,0.609617414,0.125,0.125,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.434281408,0.0004475,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.434281408,0.0004475,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.434281408,0.0004475,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
14,RV1I0,,,,,,,,,,,,,,,,,,0.434281408,0.0000373,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
16,UV1IR,,,,,,,,,,,,,,,,,,0.434281408,0.0000373,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.216551457,0.319427794,0.570504113,0.07708875,0.198278239,0.516223972,0.1,0.1,0.1,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.009179887,
