age_grps,state_names,initial_period,accuracy_step,time_horizon,startYear,startMonth,monthlyBirths,xi,phi,q,gamma0,gammaR,omegaVac,lambda,sigmaR,pM,rho,omegaM,alpha,mortality,SigmaL,SigmaL,SigmaL,SigmaU,SigmaU,SigmaU,Omega,Omega,Omega,kaging,pLRTI,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,pVac,contact_adj,ns
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.470063276,0.0004475,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
13,LV1I0,,,,,,,,,,,,,,,,,,1,3.73E-05,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
14,RV1I0,,,,,,,,,,,,,,,,,,0.470063276,3.73E-05,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
15,SV1IR,,,,,,,,,,,,,,,,,,1,3.73E-05,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
16,UV1IR,,,,,,,,,,,,,,,,,,0.470063276,3.73E-05,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
17,LV1IR,,,,,,,,,,,,,,,,,,,9.06E-06,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
18,RV1IR,,,,,,,,,,,,,,,,,,,3.01E-05,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
19,SV2I0,,,,,,,,,,,,,,,,,,,7.10E-05,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.20461602,0.290517511,0.560152686,0.048017523,0.150831656,0.496314758,0.1,0.1,0.090909091,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.269979313,0.463472529,0.656965746,0.23105922,0.434868273,0.646516136,0.076923077,0.076923077,0.071428571,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.269979313,0.463472529,0.656965746,0.23105922,0.434868273,0.646516136,0.076923077,0.076923077,0.071428571,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.269979313,0.463472529,0.656965746,0.23105922,0.434868273,0.646516136,0.076923077,0.076923077,0.071428571,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.269979313,0.463472529,0.656965746,0.23105922,0.434868273,0.646516136,0.076923077,0.076923077,0.071428571,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.269979313,0.463472529,0.656965746,0.23105922,0.434868273,0.646516136,0.076923077,0.076923077,0.071428571,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.269979313,0.463472529,0.656965746,0.23105922,0.434868273,0.646516136,0.076923077,0.076923077,0.071428571,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.997382941,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.027504394,-0.520868179,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.151991974,0.492610837,1,0.0004475,0.26711824,0.413135794,0.611981793,0.160888756,0.328071211,0.578506294,0.166666667,0.166666667,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,1.300929484
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.591509051,0.0004475,0.26711824,0.413135794,0.611981793,0.160888756,0.328071211,0.578506294,0.166666667,0.166666667,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.26711824,0.413135794,0.611981793,0.160888756,0.328071211,0.578506294,0.166666667,0.166666667,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.591509051,0.0004475,0.26711824,0.413135794,0.611981793,0.160888756,0.328071211,0.578506294,0.166666667,0.166666667,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.26711824,0.413135794,0.611981793,0.160888756,0.328071211,0.578506294,0.166666667,0.166666667,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.591509051,0.0004475,0.26711824,0.413135794,0.611981793,0.160888756,0.328071211,0.578506294,0.166666667,0.166666667,0.142857143,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.591509051,0.0004475,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.591509051,0.0004475,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.591509051,0.0004475,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
14,RV1I0,,,,,,,,,,,,,,,,,,0.591509051,0.0000373,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
16,UV1IR,,,,,,,,,,,,,,,,,,0.591509051,0.0000373,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.205024367,0.26138185,0.531846438,0.357402732,0.402957795,0.592648872,0.111111111,0.111111111,0.1,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.191670886,0.404252843,0.6168348,0.226734885,0.430095383,0.633455882,0.5,0.5,0.5,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.191670886,0.404252843,0.6168348,0.226734885,0.430095383,0.633455882,0.5,0.5,0.5,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.191670886,0.404252843,0.6168348,0.226734885,0.430095383,0.633455882,0.5,0.5,0.5,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.191670886,0.404252843,0.6168348,0.226734885,0.430095383,0.633455882,0.5,0.5,0.5,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.191670886,0.404252843,0.6168348,0.226734885,0.430095383,0.633455882,0.5,0.5,0.5,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.191670886,0.404252843,0.6168348,0.226734885,0.430095383,0.633455882,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.980799124,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.009557101,-1.406613254,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.108754194,0.492610837,1,0.0004475,0.218002441,0.348202065,0.603861206,0.10145527,0.251059555,0.56766972,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,2.490591536
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.594818459,0.0004475,0.218002441,0.348202065,0.603861206,0.10145527,0.251059555,0.56766972,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.218002441,0.348202065,0.603861206,0.10145527,0.251059555,0.56766972,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.594818459,0.0004475,0.218002441,0.348202065,0.603861206,0.10145527,0.251059555,0.56766972,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.218002441,0.348202065,0.603861206,0.10145527,0.251059555,0.56766972,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.594818459,0.0004475,0.218002441,0.348202065,0.603861206,0.10145527,0.251059555,0.56766972,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.594818459,0.0004475,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.594818459,0.0004475,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.594818459,0.0004475,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
14,RV1I0,,,,,,,,,,,,,,,,,,0.594818459,0.0000373,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
16,UV1IR,,,,,,,,,,,,,,,,,,0.594818459,0.0000373,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
19,SV2I0,,,,,,,,,,,,,,,,,,,0.000071,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
20,UV2I0,,,,,,,,,,,,,,,,,,,0.000149333,0.204713982,0.290754797,0.560392148,0.038943673,0.142918932,0.491740609,0.1,0.1,0.090909091,0.005555556,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
21,LV2I0,,,,,,,,,,,,,,,,,,,0.000452083,0.163827804,0.401663841,0.639499877,0.144031637,0.387498382,0.630965127,0.125,0.125,0.125,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
22,RV2I0,,,,,,,,,,,,,,,,,,,0.000800167,0.163827804,0.401663841,0.639499877,0.144031637,0.387498382,0.630965127,0.125,0.125,0.125,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
23,SV2IR,,,,,,,,,,,,,,,,,,,0.001190833,0.163827804,0.401663841,0.639499877,0.144031637,0.387498382,0.630965127,0.125,0.125,0.125,0.016666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
24,UV2IR,,,,,,,,,,,,,,,,,,,0.002420917,0.163827804,0.401663841,0.639499877,0.144031637,0.387498382,0.630965127,0.125,0.125,0.125,0.008333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
25,LV2IR,,,,,,,,,,,,,,,,,,,0.011685708,0.163827804,0.401663841,0.639499877,0.144031637,0.387498382,0.630965127,0.125,0.125,0.125,0.004166667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
26,RV2IR,,,,,,,,,,,,,,,,,,,0.02285,0.163827804,0.401663841,0.639499877,0.144031637,0.387498382,0.630965127,0.125,0.125,0.125,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.944596414,
,SV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3I0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV3IR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MV0I0,0,20,7,2023,1,327692.7,0.014824656,-1.029604256,0.00222,3.381944444,7.609375,0,2,0.75,0.65,0.178723682,0.492610837,1,0.0004475,0.208538512,0.331640189,0.607183929,0.085539762,0.227772315,0.546137515,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,2.287930763
2,SV0I0,,,,,,,,,,,,,,,0.65,,,0.530865997,0.0004475,0.208538512,0.331640189,0.607183929,0.085539762,0.227772315,0.546137515,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
3,UV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.208538512,0.331640189,0.607183929,0.085539762,0.227772315,0.546137515,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
4,LV0I0,,,,,,,,,,,,,,,0.65,,,0.530865997,0.0004475,0.208538512,0.331640189,0.607183929,0.085539762,0.227772315,0.546137515,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
5,RV0I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.208538512,0.331640189,0.607183929,0.085539762,0.227772315,0.546137515,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
6,SV0IR,,,,,,,,,,,,,,,0.65,,,0.530865997,0.0004475,0.208538512,0.331640189,0.607183929,0.085539762,0.227772315,0.546137515,0.142857143,0.142857143,0.125,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
7,UV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
8,LV0IR,,,,,,,,,,,,,,,0.65,,,0.530865997,0.0004475,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
9,RV0IR,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
10,MV1I0,,,,,,,,,,,,,,,0.65,,,0.530865997,0.0004475,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
11,SV1I0,,,,,,,,,,,,,,,0.65,,,1,0.0004475,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
12,UV1I0,,,,,,,,,,,,,,,0.65,,,0.530865997,0.0004475,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
13,LV1I0,,,,,,,,,,,,,,,,,,1,0.0000373,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
14,RV1I0,,,,,,,,,,,,,,,,,,0.530865997,0.0000373,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
15,SV1IR,,,,,,,,,,,,,,,,,,1,0.0000373,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
16,UV1IR,,,,,,,,,,,,,,,,,,0.530865997,0.0000373,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,0.083333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
17,LV1IR,,,,,,,,,,,,,,,,,,,0.00000906,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,0.010416667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
18,RV1IR,,,,,,,,,,,,,,,,,,,0.0000301,0.257128096,0.400325127,0.605535593,0.173985535,0.333209242,0.579812035,0.111111111,0.111111111,0.111111111,0.011904762,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.968046716,
